trade_id,client_id,segment,trade_amount,trade_date
5730,393,Equity,153822.58,2024-02-29
5731,204,Currency,68485.15,2023-07-18
5732,258,Equity,126169.09,2023-01-08
5733,486,Currency,341458.92,2023-11-23
5734,1541,Equity,193578.33,2024-11-20
5735,446,F&O,316642.17,2024-08-16
5736,1733,Currency,268615.59,2024-09-15
5737,1204,Equity,274977.42,2023-01-21
5738,1024,F&O,125026.23,2024-06-29
5739,342,Commodity,261249.97,2023-09-12
5740,133,Commodity,12773.76,2024-03-08
5741,443,F&O,216440.13,2024-05-19
5742,1860,F&O,286738.79,2023-01-27
5743,253,Commodity,91815.82,2024-06-03
5744,265,Commodity,129022.69,2024-06-13
5745,93,Commodity,110545.98,2024-05-14
5746,1686,Equity,36208.42,2023-08-21
5747,1435,Currency,174580.8,2024-01-31
5748,138,Equity,489503.92,2023-11-03
5749,1232,Equity,177586.32,2024-05-24
5750,1002,Equity,230807.77,2024-12-03
5751,1661,Equity,326890.54,2024-02-28
5752,1770,Equity,324600.38,2023-05-30
5753,1597,Equity,474997.6,2024-01-27
5754,307,Equity,428924.51,2024-05-04
5755,266,F&O,397181.39,2024-10-29
5756,646,Equity,475861.99,2023-02-16
5757,318,Equity,116151.93,2023-11-08
5758,1137,Equity,308910.04,2023-05-19
5759,901,Equity,443711.19,2024-02-09
5760,1402,Equity,312444.94,2024-10-15
5761,454,F&O,488732.82,2023-01-14
5762,191,Currency,51076.0,2024-06-02
5763,1915,Currency,220225.92,2024-07-04
5764,1464,Currency,488704.09,2023-07-04
5765,1211,Equity,190404.45,2023-04-25
5766,831,Equity,370038.63,2023-04-20
5767,1391,Equity,16171.05,2024-07-30
5768,1113,Commodity,347723.72,2023-10-08
5769,187,Equity,467378.74,2024-06-26
5770,819,F&O,191970.44,2023-03-27
5771,1970,Equity,11628.62,2023-05-18
5772,1021,Equity,14926.99,2024-04-10
5773,132,Currency,446119.63,2023-03-18
5774,872,Commodity,361535.54,2023-05-17
5775,635,Commodity,54236.51,2024-09-25
5776,1584,F&O,28240.55,2023-04-07
5777,1824,Currency,402607.86,2024-06-14
5778,1400,F&O,405120.46,2023-01-09
5779,691,Currency,61140.4,2023-03-24
5780,692,Equity,151458.68,2023-02-16
5781,1123,F&O,390233.01,2024-05-26
5782,1866,F&O,263180.62,2024-03-05
5783,1058,Equity,478335.85,2023-03-31
5784,1956,Currency,241050.26,2024-05-27
5785,582,Currency,338802.01,2024-11-04
5786,171,F&O,255381.9,2024-10-26
5787,1390,Equity,471539.78,2024-02-18
5788,784,F&O,199930.89,2024-05-27
5789,1083,Currency,115668.43,2024-10-19
5790,181,F&O,163990.3,2024-11-03
5791,19,Equity,426534.83,2024-10-08
5792,1250,F&O,249471.34,2023-03-18
5793,1497,Equity,177771.9,2023-03-22
5794,1119,Commodity,272585.75,2024-07-07
5795,881,Equity,67481.62,2024-09-27
5796,1321,F&O,3674.29,2023-07-21
5797,1617,Commodity,141011.76,2024-03-22
5798,175,Equity,302897.85,2023-04-17
5799,1246,Equity,356128.7,2023-10-19
5800,1639,Equity,413478.87,2024-11-16
5801,54,Equity,463405.12,2023-11-08
5802,695,Equity,206644.06,2024-08-21
5803,863,Currency,370517.88,2024-05-31
5804,1427,Commodity,38261.79,2024-11-14
5805,1342,Currency,29707.47,2024-09-24
5806,1891,Currency,63274.2,2024-10-29
5807,349,Equity,224835.98,2024-08-21
5808,443,Equity,106429.44,2024-03-01
5809,833,Equity,144175.55,2024-09-01
5810,580,Commodity,324292.21,2024-02-19
5811,1564,F&O,179902.57,2023-05-15
5812,1810,Equity,279128.41,2024-06-02
5813,282,Equity,206789.47,2023-12-30
5814,360,F&O,85315.66,2024-01-19
5815,915,F&O,37935.98,2023-02-01
5816,823,Currency,118879.52,2024-06-23
5817,1655,Equity,29792.53,2024-05-01
5818,892,Currency,309687.37,2023-12-31
5819,953,Equity,398063.08,2023-09-21
5820,1670,Commodity,170530.64,2023-05-22
5821,641,Currency,194168.42,2023-01-30
5822,1032,Currency,408279.34,2023-05-10
5823,563,Equity,112083.84,2023-03-11
5824,491,Equity,60460.97,2023-04-29
5825,341,F&O,251057.94,2023-11-23
5826,472,Equity,323448.89,2023-03-11
5827,1817,F&O,300227.56,2023-07-27
5828,1711,Currency,357222.65,2023-04-01
5829,1719,Equity,29318.84,2023-04-30
5830,1728,F&O,214672.6,2023-07-26
5831,249,Equity,120046.69,2024-02-10
5832,235,Currency,379801.51,2024-06-30
5833,1107,Currency,436492.51,2023-05-04
5834,1117,F&O,141386.53,2023-04-22
5835,1909,Equity,48513.82,2023-07-26
5836,1418,Commodity,127460.55,2024-09-05
5837,824,F&O,52900.24,2024-01-21
5838,1292,Equity,161888.66,2024-12-06
5839,1441,Currency,269561.09,2023-05-27
5840,632,Currency,486866.8,2023-05-12
5841,1607,F&O,200285.76,2023-04-14
5842,529,F&O,110799.92,2024-07-06
5843,1277,Equity,84234.07,2024-07-21
5844,1981,F&O,87346.84,2023-08-30
5845,122,Equity,97106.24,2024-09-30
5846,892,Equity,381371.24,2024-10-23
5847,10,Equity,31452.83,2023-11-27
5848,1823,Equity,498703.95,2023-05-29
5849,1340,Equity,261820.51,2023-06-18
5850,838,F&O,272591.68,2024-07-10
5851,1297,F&O,179424.38,2023-03-25
5852,1330,F&O,345437.42,2024-06-03
5853,1829,Equity,236256.71,2023-04-17
5854,1234,Equity,165201.58,2023-09-22
5855,1982,Commodity,133304.06,2024-10-19
5856,1754,F&O,462899.95,2023-01-31
5857,753,Currency,146203.77,2024-06-30
5858,886,Equity,218760.24,2023-09-04
5859,464,F&O,175820.36,2024-06-13
5860,712,Equity,44003.23,2023-01-24
5861,728,F&O,93781.26,2024-05-12
5862,717,Currency,95561.49,2023-10-31
5863,1949,Currency,347131.11,2024-02-02
5864,1440,Currency,203886.12,2024-02-07
5865,1240,Equity,391201.81,2023-11-12
5866,80,F&O,354766.51,2023-10-05
5867,1803,F&O,96832.83,2024-06-25
5868,480,F&O,281895.54,2023-05-23
5869,902,Equity,371711.51,2024-02-14
5870,891,Currency,316888.42,2023-12-22
5871,1571,Currency,300408.24,2024-06-07
5872,1825,Equity,370065.83,2023-07-22
5873,18,Equity,29333.59,2023-09-07
5874,1189,Equity,365979.55,2023-04-13
5875,1549,F&O,137054.98,2024-04-12
5876,202,Equity,286364.26,2023-02-04
5877,741,Currency,121910.19,2023-11-20
5878,1370,F&O,419569.97,2024-06-15
5879,1390,F&O,240799.12,2024-07-12
5880,1472,F&O,321827.66,2024-08-18
5881,1537,Equity,397246.94,2023-09-25
5882,319,Currency,447762.31,2023-02-22
5883,217,F&O,366298.99,2023-01-18
5884,1058,Currency,75235.52,2023-04-14
5885,1895,F&O,427411.65,2023-06-01
5886,266,Commodity,309670.38,2024-11-07
5887,1664,Equity,305115.43,2024-02-18
5888,724,F&O,460748.94,2023-03-25
5889,775,Commodity,125166.95,2023-11-04
5890,1848,Commodity,120554.22,2023-05-31
5891,1104,Commodity,257083.58,2024-07-02
5892,1701,Equity,375680.67,2024-01-14
5893,413,Currency,224173.11,2024-04-02
5894,1276,Currency,317311.8,2023-12-19
5895,1036,Equity,226809.84,2024-10-25
5896,401,Currency,305583.2,2024-01-11
5897,1840,Equity,411308.89,2023-07-27
5898,724,F&O,91057.87,2024-07-15
5899,282,Equity,347993.89,2024-04-04
5900,1136,Currency,393925.44,2024-02-08
5901,723,Equity,224108.59,2024-07-12
5902,1402,F&O,162293.55,2024-06-13
5903,751,Equity,7758.62,2024-04-29
5904,268,Equity,398755.41,2023-05-02
5905,1941,F&O,164641.39,2023-04-30
5906,298,Equity,179297.43,2023-09-08
5907,1341,Commodity,168667.08,2023-10-26
5908,570,Currency,249870.93,2023-02-16
5909,509,Commodity,351547.29,2024-08-19
5910,1974,Currency,386159.7,2023-10-26
5911,546,Equity,196892.79,2024-11-02
5912,775,Equity,331887.92,2024-06-02
5913,365,F&O,360621.44,2023-09-02
5914,547,Equity,149161.75,2024-12-27
5915,271,Currency,49214.11,2024-12-24
5916,1985,Equity,447438.19,2024-12-24
5917,1498,Currency,338880.87,2023-08-06
5918,739,Equity,324407.09,2023-12-10
5919,537,Commodity,30392.36,2023-11-10
5920,1258,Equity,409118.66,2024-11-23
5921,59,Equity,283461.02,2024-08-26
5922,1275,Commodity,424094.32,2024-12-30
5923,1871,Equity,487306.03,2023-10-17
5924,86,Commodity,478593.06,2024-08-24
5925,763,F&O,428188.58,2023-07-16
5926,390,Equity,6462.74,2024-11-26
5927,1204,Currency,442977.88,2024-07-31
5928,719,F&O,38456.09,2024-02-20
5929,856,Commodity,425745.79,2024-09-01
5930,149,F&O,140806.86,2023-11-02
5931,583,F&O,305424.1,2024-04-22
5932,121,Equity,19996.05,2024-06-19
5933,765,Equity,385819.67,2023-08-08
5934,605,F&O,56741.35,2024-11-16
5935,256,Equity,205933.4,2024-09-17
5936,766,Equity,408905.56,2023-12-20
5937,864,F&O,347979.15,2023-08-23
5938,800,F&O,4015.31,2023-11-02
5939,1333,Equity,202113.13,2023-04-20
5940,59,Equity,21921.83,2023-11-10
5941,1022,Equity,337076.43,2023-01-13
5942,1093,Equity,484505.3,2024-09-28
5943,1470,Equity,327975.37,2023-06-16
5944,388,Equity,112961.84,2023-02-22
5945,1110,Currency,178261.28,2023-07-05
5946,786,Commodity,488348.63,2023-10-03
5947,1251,Equity,112802.15,2024-03-22
5948,593,Equity,281203.01,2023-12-18
5949,1650,Commodity,200826.45,2023-01-10
5950,1208,Equity,384389.33,2024-02-14
5951,1816,Commodity,433827.25,2023-05-27
5952,1346,Currency,171077.8,2024-04-21
5953,909,F&O,330537.79,2024-09-21
5954,1342,Equity,274974.8,2024-03-03
5955,566,Commodity,139943.8,2024-05-02
5956,399,Currency,136698.46,2024-06-13
5957,1733,F&O,269777.19,2024-01-12
5958,899,F&O,77847.43,2023-04-22
5959,1317,Equity,405594.14,2024-08-06
5960,293,Equity,35433.41,2024-10-17
5961,485,Commodity,48192.67,2024-09-07
5962,1923,Currency,171770.93,2023-08-03
5963,1471,F&O,59927.79,2024-05-24
5964,803,Commodity,238374.31,2024-05-25
5965,1716,Equity,200438.27,2024-08-11
5966,1916,Equity,361183.09,2023-01-26
5967,1436,F&O,476549.07,2023-07-12
5968,1532,Equity,377025.73,2023-04-13
5969,1758,F&O,90544.88,2023-07-24
5970,1810,Equity,467825.12,2024-02-15
5971,890,Commodity,196674.58,2023-02-20
5972,244,Commodity,237620.49,2023-05-11
5973,1444,F&O,211366.54,2023-12-09
5974,1953,Equity,140992.96,2024-07-31
5975,960,F&O,447627.1,2024-02-04
5976,1178,Currency,166787.19,2023-07-21
5977,816,F&O,289719.64,2023-10-27
5978,1448,Equity,120776.76,2023-05-26
5979,273,Equity,398890.31,2024-04-06
5980,1960,Equity,387325.13,2024-05-18
5981,1671,Equity,148859.76,2024-09-07
5982,1849,Commodity,341095.48,2023-05-31
5983,520,Commodity,352232.89,2024-09-21
5984,1152,Equity,281693.2,2023-11-12
5985,1397,Equity,300698.59,2023-07-18
5986,568,Equity,287652.86,2024-03-04
5987,638,Currency,41850.34,2023-10-30
5988,159,F&O,335462.41,2024-05-12
5989,1595,F&O,235417.73,2023-04-15
5990,1594,Equity,219790.18,2023-01-10
5991,652,F&O,430139.61,2024-09-16
5992,176,Equity,12590.13,2023-01-27
5993,1951,Equity,126406.14,2024-09-02
5994,620,F&O,61580.35,2023-11-23
5995,211,F&O,18635.18,2024-05-09
5996,447,Equity,138562.82,2024-10-09
5997,586,Equity,494249.66,2023-05-07
5998,167,Equity,135844.36,2023-04-26
5999,460,Equity,332189.2,2023-06-20
6000,916,F&O,60031.15,2023-07-31
6001,1381,Currency,301321.97,2023-07-08
6002,1328,Equity,492256.26,2024-05-04
6003,1257,Equity,146626.92,2024-01-22
6004,1351,Equity,424189.73,2024-12-26
6005,1908,F&O,498788.12,2024-08-23
6006,1206,Equity,294688.49,2023-05-10
6007,1658,Commodity,155391.15,2023-01-23
6008,1358,Equity,337092.1,2023-06-28
6009,1739,F&O,422579.25,2024-02-05
6010,1991,Currency,86503.77,2024-05-19
6011,1053,Currency,226805.37,2024-02-15
6012,714,Currency,160274.67,2024-06-15
6013,1117,Commodity,142396.14,2023-11-25
6014,841,Currency,430549.81,2024-04-15
6015,868,Equity,211405.35,2024-02-24
6016,688,Equity,170199.09,2024-02-16
6017,330,Equity,302151.76,2023-01-29
6018,1747,Commodity,110481.39,2023-09-02
6019,1208,Currency,115716.85,2024-09-23
6020,95,Equity,260624.08,2024-06-27
6021,785,F&O,205227.09,2024-10-13
6022,649,Commodity,148196.21,2024-10-31
6023,1773,Currency,27921.62,2023-03-01
6024,353,F&O,260866.35,2023-05-19
6025,930,Currency,408487.99,2023-12-23
6026,941,Equity,425837.23,2023-07-31
6027,984,Equity,118484.55,2023-05-19
6028,1289,F&O,300220.96,2024-01-03
6029,1671,Equity,428084.77,2024-09-14
6030,1680,Equity,204954.24,2024-04-30
6031,1043,Commodity,466136.27,2024-05-07
6032,1767,Commodity,451586.29,2023-12-02
6033,646,Commodity,104858.81,2024-09-02
6034,626,Equity,130223.45,2023-06-27
6035,1523,F&O,91040.56,2024-05-27
6036,139,Equity,98831.12,2024-08-23
6037,1661,Equity,454023.18,2023-04-23
6038,716,F&O,465637.82,2023-10-10
6039,1597,Equity,26896.72,2023-04-26
6040,762,Equity,297208.07,2024-06-27
6041,1834,Commodity,282551.55,2023-02-10
6042,1549,Equity,195883.28,2023-06-16
6043,1932,Currency,316217.1,2023-08-09
6044,255,F&O,473736.54,2024-12-26
6045,1109,Currency,85957.19,2023-11-09
6046,1482,Equity,61085.04,2023-12-12
6047,1556,F&O,17661.89,2024-04-15
6048,1586,Equity,182552.82,2023-05-11
6049,676,Commodity,169476.61,2023-02-17
6050,92,Equity,215979.02,2023-05-14
6051,1624,Equity,252151.71,2024-06-02
6052,1093,Currency,379154.17,2024-07-09
6053,37,Equity,196664.58,2023-11-13
6054,1789,Equity,165975.94,2024-03-13
6055,1788,Equity,413612.53,2024-03-10
6056,140,F&O,425048.54,2023-03-27
6057,867,Equity,117150.22,2023-02-17
6058,1917,Equity,158021.24,2024-05-04
6059,680,Equity,412733.07,2024-02-28
6060,1590,F&O,40624.71,2024-01-22
6061,1922,Commodity,163597.54,2023-08-28
6062,1202,Equity,224726.7,2024-10-25
6063,1833,Equity,94348.74,2024-03-26
6064,1837,Equity,90777.18,2023-09-15
6065,1895,Equity,213006.17,2023-02-13
6066,1642,Equity,377506.34,2023-06-17
6067,137,F&O,420276.26,2023-07-10
6068,190,F&O,489638.31,2024-10-25
6069,1664,Currency,37918.04,2024-07-15
6070,342,Equity,109124.42,2023-10-03
6071,1583,F&O,378558.29,2024-01-04
6072,1029,F&O,270758.75,2023-11-02
6073,972,F&O,164512.21,2024-08-29
6074,1281,Currency,103589.24,2023-04-15
6075,1836,Equity,140958.3,2024-02-25
6076,662,Equity,215215.19,2023-12-15
6077,1830,F&O,89398.46,2024-10-11
6078,243,Equity,482148.75,2023-11-15
6079,1811,Equity,54686.63,2024-02-24
6080,1744,Equity,492803.14,2024-11-25
6081,415,Equity,421104.75,2023-02-26
6082,1651,F&O,212152.66,2023-08-28
6083,707,Equity,370168.35,2024-03-02
6084,343,Equity,336086.11,2024-09-08
6085,682,F&O,107430.17,2024-07-30
6086,1403,F&O,170195.97,2023-05-20
6087,1618,Currency,257048.16,2023-03-03
6088,1690,Equity,319284.25,2023-06-01
6089,653,Currency,271904.6,2023-05-10
6090,1850,F&O,237020.74,2024-03-06
6091,146,Commodity,222132.98,2024-09-29
6092,323,Equity,249633.99,2024-03-15
6093,122,F&O,217741.41,2023-07-31
6094,1276,Currency,271123.71,2024-02-04
6095,1879,Currency,444104.66,2024-11-04
6096,1923,Equity,316781.83,2024-12-17
6097,311,Equity,361587.82,2024-06-24
6098,601,F&O,299144.08,2023-07-01
6099,475,Currency,321865.82,2023-02-20
6100,570,Equity,289596.56,2024-06-09
6101,1516,F&O,14406.39,2023-12-16
6102,575,Commodity,499799.59,2023-02-27
6103,347,Commodity,17771.01,2024-02-23
6104,820,F&O,198178.86,2023-05-17
6105,1511,Equity,53452.72,2024-10-01
6106,1497,Currency,49367.3,2023-02-06
6107,382,F&O,396969.95,2024-05-08
6108,1304,Commodity,213536.96,2023-12-25
6109,72,Equity,400768.22,2023-03-26
6110,521,F&O,137120.45,2024-12-22
6111,1390,Equity,128974.93,2024-10-12
6112,933,Equity,126364.46,2024-06-22
6113,1118,Commodity,308456.67,2023-12-10
6114,1397,F&O,407684.7,2023-06-20
6115,339,F&O,226678.24,2024-11-20
6116,1461,Equity,190245.2,2023-01-20
6117,1360,F&O,486816.2,2023-10-30
6118,664,Equity,59260.26,2023-07-16
6119,1516,F&O,243829.71,2023-11-23
6120,1941,Equity,204835.39,2024-07-29
6121,1892,Commodity,49965.17,2024-07-09
6122,40,Commodity,134831.98,2023-01-12
6123,1383,Equity,15192.17,2023-12-27
6124,574,Equity,438600.19,2023-10-23
6125,1278,F&O,304316.91,2024-02-07
6126,966,F&O,407694.23,2024-03-13
6127,581,Commodity,261255.67,2024-01-10
6128,1422,F&O,300155.4,2024-10-14
6129,1781,Equity,350726.38,2024-11-23
6130,1901,Equity,454097.8,2024-05-14
6131,170,Equity,46784.19,2024-03-01
6132,1714,Equity,166143.25,2024-10-26
6133,701,F&O,354804.07,2023-02-13
6134,511,Equity,479216.93,2023-04-19
6135,1284,Currency,490422.91,2023-04-08
6136,584,Commodity,319413.4,2024-03-20
6137,984,Currency,97605.64,2023-03-22
6138,459,Currency,60485.25,2023-08-06
6139,529,Equity,473075.78,2023-05-29
6140,1906,Commodity,217529.92,2023-03-17
6141,341,Equity,98213.2,2024-08-14
6142,57,Equity,467012.37,2024-07-17
6143,218,Commodity,53157.61,2023-03-04
6144,619,Equity,365055.98,2024-08-18
6145,816,Currency,313006.25,2024-01-29
6146,1964,F&O,44779.6,2024-05-17
6147,1709,Commodity,170035.65,2024-01-02
6148,731,Equity,75815.41,2024-04-22
6149,464,F&O,302644.8,2023-09-12
6150,247,Equity,239079.4,2023-02-28
6151,730,Commodity,3133.29,2024-06-03
6152,373,Equity,487879.57,2024-01-24
6153,417,F&O,175442.74,2024-08-10
6154,1055,Equity,129843.99,2024-03-01
6155,368,Equity,111999.03,2024-08-12
6156,559,F&O,80249.13,2024-09-27
6157,1670,Equity,499569.4,2024-05-16
6158,108,Commodity,148259.62,2024-06-07
6159,584,Equity,203351.24,2023-10-07
6160,839,Equity,435806.6,2023-02-14
6161,418,F&O,321301.86,2024-07-18
6162,1644,Equity,184978.51,2023-06-30
6163,821,Equity,449265.89,2024-02-05
6164,1422,Commodity,375112.38,2024-01-09
6165,1296,Equity,114722.35,2023-08-22
6166,683,Equity,322225.76,2023-07-05
6167,1140,Equity,461276.85,2023-03-16
6168,1865,Equity,248733.98,2024-12-10
6169,1610,F&O,367072.59,2024-08-13
6170,256,Equity,485580.77,2023-08-21
6171,1105,Commodity,345516.66,2023-06-17
6172,780,Equity,52116.91,2024-06-18
6173,1152,Equity,123035.22,2024-02-11
6174,838,Equity,297953.12,2023-08-18
6175,915,F&O,138502.35,2024-10-08
6176,235,Currency,478813.31,2023-10-20
6177,553,F&O,203270.66,2024-02-04
6178,181,Currency,229157.97,2023-02-07
6179,157,Equity,351099.44,2023-08-20
6180,1478,Equity,262600.62,2023-06-17
6181,571,Equity,191690.84,2023-10-12
6182,857,Equity,39242.3,2023-04-13
6183,1785,Equity,298626.35,2023-05-25
6184,1728,Equity,433922.44,2024-10-21
6185,1048,Equity,343195.46,2024-01-01
6186,1497,Equity,191366.01,2023-06-02
6187,1424,Equity,64735.31,2024-02-26
6188,948,Equity,408352.76,2023-11-15
6189,592,Currency,470932.43,2024-09-29
6190,134,Equity,194748.22,2024-12-04
6191,421,Commodity,364592.45,2024-04-29
6192,213,F&O,205970.96,2023-03-24
6193,900,Equity,251631.2,2024-06-16
6194,482,Equity,418401.71,2023-10-15
6195,348,Equity,42628.75,2024-05-03
6196,166,F&O,265637.34,2023-09-25
6197,937,Equity,108095.52,2024-09-24
6198,348,Equity,170563.17,2024-09-14
6199,849,Equity,322569.98,2023-03-20
6200,398,Currency,14586.98,2024-01-11
6201,583,Equity,297318.72,2024-08-19
6202,726,F&O,142437.68,2024-08-14
6203,1459,F&O,335072.7,2023-05-31
6204,1601,Currency,71649.09,2024-12-30
6205,1245,F&O,368169.99,2023-01-15
6206,308,F&O,323174.22,2023-04-11
6207,991,Currency,485649.67,2024-01-23
6208,798,Commodity,455706.45,2023-02-04
6209,1721,Equity,142368.13,2023-12-17
6210,719,Equity,14630.97,2023-10-10
6211,466,Commodity,328028.91,2024-09-28
6212,99,Commodity,301840.81,2024-11-03
6213,1266,F&O,14686.96,2024-06-08
6214,158,F&O,62216.09,2023-06-14
6215,610,F&O,292766.15,2024-03-03
6216,554,Equity,456001.8,2023-09-15
6217,651,F&O,453343.64,2024-03-18
6218,1819,Equity,76591.04,2024-09-17
6219,920,Currency,192902.4,2023-04-30
6220,227,Commodity,22558.23,2023-03-10
6221,423,F&O,235166.65,2023-10-01
6222,1096,Equity,376788.65,2024-07-13
6223,243,Equity,395196.38,2023-11-18
6224,530,Equity,249995.74,2023-12-28
6225,1613,F&O,48838.97,2024-07-23
6226,1069,F&O,191300.62,2024-08-12
6227,1496,Equity,466118.88,2024-05-13
6228,371,F&O,115576.67,2023-07-23
6229,1879,Commodity,160557.47,2024-05-20
6230,652,Equity,373666.76,2024-09-06
6231,689,F&O,367056.81,2023-04-19
6232,734,Commodity,456188.94,2023-09-22
6233,1951,F&O,194671.23,2024-01-23
6234,92,F&O,257784.76,2024-02-20
6235,1046,F&O,234228.84,2024-07-21
6236,172,Currency,463948.33,2023-11-08
6237,1628,Equity,384895.96,2023-09-09
6238,1216,F&O,415889.45,2024-08-06
6239,1101,Equity,67416.04,2024-10-14
6240,1305,Equity,396131.5,2024-01-23
6241,1388,Equity,217056.4,2024-11-22
6242,179,Equity,12646.0,2023-07-22
6243,238,Currency,30984.09,2023-04-20
6244,1159,Currency,339276.06,2023-03-23
6245,877,Equity,186634.21,2024-08-18
6246,902,F&O,434189.67,2023-07-12
6247,280,F&O,367402.29,2023-05-19
6248,1043,Commodity,11818.33,2023-08-09
6249,1619,F&O,343757.27,2023-07-08
6250,740,Equity,96983.88,2023-12-06
6251,371,Commodity,211868.7,2024-04-22
6252,1801,Commodity,312742.87,2024-02-26
6253,1136,F&O,436486.2,2023-07-16
6254,1787,Currency,228592.85,2024-08-08
6255,1700,Currency,404436.74,2023-07-17
6256,870,F&O,391699.87,2023-11-20
6257,1704,F&O,207854.72,2023-09-17
6258,1019,Currency,250989.1,2023-07-18
6259,221,Equity,350542.02,2023-05-17
6260,920,Equity,16543.07,2023-12-12
6261,304,Equity,445514.9,2024-05-14
6262,1727,Currency,385138.26,2023-06-24
6263,1349,Commodity,125458.52,2024-05-03
6264,1461,Equity,490608.8,2024-04-13
6265,438,Currency,90515.79,2023-11-12
6266,1194,Commodity,457129.25,2024-01-15
6267,375,Currency,162912.26,2024-03-17
6268,1581,Equity,381810.21,2023-05-13
6269,381,F&O,228731.92,2023-01-27
6270,986,F&O,368497.23,2023-09-14
6271,14,F&O,78735.74,2024-07-16
6272,743,F&O,135483.72,2024-10-17
6273,669,Commodity,50829.05,2023-12-22
6274,500,Equity,432706.85,2023-08-24
6275,1670,Commodity,148850.2,2024-11-02
6276,1415,Equity,347543.64,2023-12-25
6277,1573,Equity,410290.38,2023-09-28
6278,565,Equity,450807.7,2024-10-27
6279,530,Equity,54042.26,2024-07-02
6280,492,Equity,446614.45,2024-05-24
6281,1574,Commodity,99429.14,2024-12-29
6282,1723,F&O,368714.1,2024-03-14
6283,1409,Equity,364695.66,2024-10-03
6284,1220,F&O,5243.07,2024-08-10
6285,755,Equity,111091.33,2024-04-15
6286,300,Equity,246462.35,2024-12-09
6287,815,F&O,210597.32,2023-11-07
6288,547,F&O,459368.17,2023-08-05
6289,727,Commodity,180510.69,2024-09-02
6290,731,Equity,468554.87,2023-11-08
6291,828,Commodity,230255.23,2023-08-18
6292,602,F&O,482212.1,2024-09-12
6293,1332,Currency,368940.05,2023-12-06
6294,1276,Equity,414837.96,2024-05-09
6295,1032,F&O,53333.57,2023-06-13
6296,768,F&O,293484.58,2023-04-26
6297,875,Currency,72207.48,2023-03-12
6298,1232,Equity,149512.88,2024-12-26
6299,937,F&O,312159.14,2023-02-22
6300,131,Equity,363386.63,2024-08-19
6301,1760,F&O,20552.71,2023-12-08
6302,1733,Equity,265940.92,2024-08-10
6303,1678,Equity,283091.68,2023-11-28
6304,1788,F&O,40335.17,2023-03-20
6305,608,Equity,250843.33,2023-04-17
6306,26,Equity,357207.3,2023-03-23
6307,1647,Equity,27560.42,2023-07-21
6308,1478,Equity,380373.62,2024-01-27
6309,635,Currency,288636.83,2023-08-18
6310,1210,F&O,416780.38,2023-01-20
6311,484,Commodity,109813.22,2023-11-19
6312,680,Equity,416803.57,2024-04-12
6313,1075,Currency,48185.93,2024-11-20
6314,1915,F&O,202511.02,2024-10-13
6315,5,F&O,100542.91,2023-11-06
6316,589,F&O,438134.4,2024-04-16
6317,1184,Commodity,352754.99,2024-08-14
6318,208,F&O,13655.53,2024-11-24
6319,257,Equity,5752.15,2023-03-15
6320,1229,Equity,146333.38,2024-10-20
6321,1791,F&O,72498.27,2024-10-15
6322,1974,F&O,315521.93,2024-03-11
6323,11,Equity,332234.67,2024-04-06
6324,949,Equity,471033.5,2023-05-30
6325,8,F&O,476067.92,2024-10-05
6326,1433,Commodity,329789.46,2023-11-11
6327,936,Equity,3831.88,2024-11-04
6328,32,Equity,180139.96,2023-09-07
6329,540,Commodity,257057.62,2024-10-01
6330,1742,F&O,250090.7,2023-10-01
6331,1005,Equity,302066.97,2024-04-26
6332,387,Commodity,480315.19,2023-03-23
6333,1252,F&O,442711.15,2023-08-20
6334,640,F&O,55345.11,2023-01-31
6335,1791,Currency,133724.22,2023-03-25
6336,1499,Currency,416721.6,2023-02-11
6337,1748,Equity,412329.15,2024-12-14
6338,1775,Equity,138409.99,2023-09-08
6339,207,Equity,365563.43,2024-05-24
6340,1342,Equity,336346.65,2024-01-22
6341,1819,Equity,237288.46,2024-08-19
6342,1781,Equity,101526.02,2024-11-25
6343,557,Currency,444432.95,2023-09-23
6344,1641,Currency,339247.74,2024-08-05
6345,348,F&O,85327.47,2023-01-22
6346,793,F&O,352696.37,2024-02-11
6347,234,Equity,370975.43,2023-03-17
6348,1725,Equity,443553.26,2024-05-01
6349,1068,Equity,112196.79,2024-11-10
6350,1006,Commodity,494388.3,2023-12-17
6351,737,Equity,77543.32,2023-08-28
6352,942,Currency,300743.76,2023-02-20
6353,1166,F&O,328931.08,2024-04-20
6354,1672,Equity,210057.49,2024-08-17
6355,176,Equity,238043.82,2024-08-24
6356,1678,F&O,445564.14,2024-06-08
6357,449,Currency,322991.84,2023-06-06
6358,592,Commodity,249003.48,2023-07-18
6359,82,Equity,65046.43,2024-03-06
6360,135,F&O,4661.47,2024-10-27
6361,1743,Equity,63359.34,2024-12-10
6362,856,Currency,478136.1,2023-04-28
6363,1201,Commodity,382279.3,2024-10-24
6364,1407,F&O,483591.05,2023-03-16
6365,1267,Equity,18818.65,2024-12-25
6366,1591,F&O,340429.98,2024-01-02
6367,1165,Equity,23102.47,2023-06-27
6368,1481,Equity,391246.18,2023-04-18
6369,440,Equity,191094.14,2024-11-19
6370,1080,Currency,48786.91,2024-04-23
6371,1551,F&O,284455.27,2024-11-16
6372,697,Equity,140779.98,2023-04-03
6373,1850,Currency,330127.4,2023-04-10
6374,419,Equity,329429.2,2023-06-30
6375,88,Equity,352798.73,2024-11-01
